from_id,ALI17_45,AMI17_45,AHI17_45,ATOT17_45,ALI22_45,AMI22_45,AHI22_45,ATOT22_45,diff_LI,diff_MI,diff_HI,diff_TOT,tract_id_17,LI17_rac,MI17_rac,HI17_rac,TOT17_rac,tract_id_22,LI22_rac,MI22_rac,HI22_rac,TOT22_rac,ALI17_45_n,ALI22_45_n,AMI17_45_n,AMI22_45_n,AHI17_45_n,AHI22_45_n,ATOT17_45_n,ATOT22_45_n,ALI_diff_n,AMI_diff_n,AHI_diff_n,ATOT_diff_n
48021950102,47,229,239,515,869,1614,2632,5115,822,1385,0,4600,48021950102,391,709,911,2011,48021950102,404,747,1359,2510,0.12020460358056266,2.150990099009901,0.3229901269393512,2.1606425702811247,0.2623490669593853,1.9367181751287712,0.2560914967677772,2.037848605577689,2.0307854954293383,1.8376524433417736,1.674369108169386,1.781757108809912
48021950504,78,92,41,211,149,117,121,387,71,25,0,176,48021950504,339,448,671,1458,48021950504,271,466,1008,1745,0.23008849557522124,0.5498154981549815,0.20535714285714285,0.2510729613733906,0.06110283159463487,0.12003968253968254,0.144718792866941,0.22177650429799428,0.3197270025797603,0.04571581851624773,0.05893685094504767,0.07705771143105328
48053960701,641,1096,884,2621,1587,2677,3928,8192,946,1581,0,5571,48053960701,461,666,654,1781,48053960701,359,680,826,1865,1.3904555314533622,4.420612813370473,1.6456456456456456,3.9367647058823527,1.3516819571865444,4.75544794188862,1.47164514317799,4.392493297587132,3.030157281917111,2.2911190602367073,3.4037659847020754,2.920848154409142
48053960803,32,52,23,107,346,633,1202,2181,314,581,0,2074,48053960803,148,268,283,699,48053960803,154,326,558,1038,0.21621621621621623,2.2467532467532467,0.19402985074626866,1.9417177914110428,0.0812720848056537,2.154121863799283,0.1530758226037196,2.101156069364162,2.0305370305370305,1.747687940664774,2.0728497789936293,1.9480802467604423
48209010703,150,201,203,554,227,295,417,939,77,94,0,385,48209010703,684,796,845,2325,48209010703,459,679,1153,2291,0.21929824561403508,0.49455337690631807,0.25251256281407036,0.43446244477172313,0.24023668639053256,0.3616652211621856,0.23827956989247312,0.40986468790920993,0.27525513129228296,0.18194988195765277,0.12142853477165302,0.17158511801673682
48209010817,483,683,1007,2173,500,746,1968,3214,17,63,0,1041,48209010817,412,533,1159,2104,48209010817,344,461,1431,2236,1.1723300970873787,1.4534883720930232,1.2814258911819887,1.6182212581344901,0.8688524590163934,1.3752620545073375,1.0327946768060836,1.4373881932021466,0.2811582750056445,0.33679536695250145,0.5064095954909441,0.404593516396063
48209010913,1178,2220,2135,5533,1550,3064,5353,9967,372,844,0,4434,48209010913,614,856,1998,3468,48209010913,486,870,2401,3757,1.9185667752442996,3.1893004115226335,2.5934579439252334,3.52183908045977,1.0685685685685686,2.2294877134527282,1.595444059976932,2.652914559488954,1.270733636278334,0.9283811365345365,1.1609191448841596,1.0574704995120219
48453001505,914,1692,1744,4350,599,1097,2337,4033,-315,-595,0,-317,48453001505,386,703,1694,2783,48453001505,277,413,1863,2553,2.3678756476683938,2.1624548736462095,2.406827880512091,2.656174334140436,1.0295159386068478,1.2544283413848631,1.5630614444843693,1.5797101449275361,-0.20542077402218428,0.24934645362834473,0.22491240277801539,0.016648700443166797
48453001922,481,981,958,2420,297,506,1643,2446,-184,-475,0,26,48453001922,202,280,815,1297,48453001922,139,177,940,1256,2.381188118811881,2.1366906474820144,3.5035714285714286,2.8587570621468927,1.1754601226993866,1.7478723404255319,1.8658442559753277,1.947452229299363,-0.24449747132986666,-0.6448143664245358,0.5724122177261453,0.08160797332403535
48453002004,538,964,1625,3127,510,854,2526,3890,-28,-110,0,763,48453002004,282,617,907,1806,48453002004,215,394,1332,1941,1.9078014184397163,2.372093023255814,1.5623987034035656,2.16751269035533,1.7916207276736493,1.8963963963963963,1.7314507198228128,2.004121586810922,0.4642916048160979,0.6051139869517645,0.10477566872274702,0.2726708669881093
48453002314,39,78,973,1090,884,1407,2728,5019,845,1329,0,3929,48453002314,644,1073,974,2691,48453002314,393,662,1627,2682,0.06055900621118013,2.2493638676844783,0.07269338303821063,2.1253776435045317,0.9989733059548255,1.6767055931161647,0.4050538833147529,1.871364653243848,2.1888048614732982,2.052684260466321,0.6777322871613393,1.4663107699290951
48453002444,400,549,205,1154,242,445,437,1124,-158,-104,0,-30,48453002444,540,956,1152,2648,48453002444,326,568,1483,2377,0.7407407407407407,0.7423312883435583,0.5742677824267782,0.7834507042253521,0.1779513888888889,0.2946729602157788,0.43580060422960726,0.47286495582667226,0.0015905476028176269,0.2091829217985739,0.11672157132688993,0.037064351597065004
48453032500,948,2217,5292,8457,731,1581,6499,8811,-217,-636,0,354,48453032500,426,787,1492,2705,48453032500,272,533,1566,2371,2.2253521126760565,2.6875,2.8170266836086406,2.9662288930581613,3.546916890080429,4.150063856960409,3.1264325323475046,3.716153521720793,0.4621478873239435,0.14920220944952067,0.6031469668799798,0.5897209893732884
48453033900,171,191,300,662,161,219,672,1052,-10,28,0,390,48453033900,423,614,1608,2645,48453033900,404,420,1776,2600,0.40425531914893614,0.39851485148514854,0.31107491856677527,0.5214285714285715,0.1865671641791045,0.3783783783783784,0.2502835538752363,0.4046153846153846,-0.005740467663787607,0.2103536528617962,0.1918112141992739,0.15433183074014828
48453035800,657,1084,1422,3163,601,866,1638,3105,-56,-218,0,-58,48453035800,330,377,1101,1808,48453035800,336,504,1702,2542,1.990909090909091,1.7886904761904763,2.8753315649867375,1.7182539682539681,1.2915531335149864,0.9623971797884842,1.7494469026548674,1.2214791502753737,-0.2022186147186147,-1.1570775967327693,-0.3291559537265022,-0.5279677523794937
48453040500,897,1274,1057,3228,1469,2376,4018,7863,572,1102,0,4635,48453040500,465,886,1288,2639,48453040500,308,662,1513,2483,1.929032258064516,4.76948051948052,1.437923250564334,3.5891238670694863,0.8206521739130435,2.6556510244547256,1.2231906025009474,3.166733789770439,2.840448261416004,2.151200616505152,1.834998850541682,1.9435431872694917
48453042500,11,32,38,81,48,66,204,318,37,34,0,237,48453042500,245,397,990,1632,48453042500,464,770,2715,3949,0.044897959183673466,0.10344827586206896,0.08060453400503778,0.08571428571428572,0.03838383838383838,0.07513812154696133,0.04963235294117647,0.08052671562420866,0.0585503166783955,0.005109751709247934,0.036754283163122944,0.030894362683032188
48453042700,214,461,475,1150,248,560,1054,1862,34,99,0,712,48453042700,593,860,1452,2905,48453042700,320,545,1649,2514,0.3608768971332209,0.775,0.536046511627907,1.0275229357798166,0.3271349862258953,0.6391752577319587,0.3958691910499139,0.7406523468575974,0.4141231028667791,0.4914764241519096,0.3120402715060634,0.3447831558076835
48453043000,487,1648,2546,4681,356,956,3825,5137,-131,-692,0,456,48453043000,374,794,1003,2171,48453043000,266,600,1280,2146,1.3021390374331552,1.3383458646616542,2.075566750629723,1.5933333333333333,2.538384845463609,2.98828125,2.156149239981575,2.3937558247903077,0.036206827228498994,-0.4822334172963898,0.4498964045363909,0.23760658480873253
48453043200,214,461,475,1150,869,1614,2632,5115,655,1153,0,3965,48453043200,291,555,351,1197,48453043200,213,321,494,1028,0.7353951890034365,4.07981220657277,0.8306306306306306,5.02803738317757,1.3532763532763532,5.327935222672065,0.960735171261487,4.97568093385214,3.3444170175693335,4.197406752546939,3.9746588693957117,4.014945762590653
48453044300,20,52,156,228,815,1497,2520,4832,795,1445,0,4604,48453044300,587,1080,1344,3011,48453044300,466,848,1857,3171,0.034071550255536626,1.7489270386266094,0.04814814814814815,1.7653301886792452,0.11607142857142858,1.35702746365105,0.07572235137827964,1.5238095238095237,1.7148554883710727,1.7171820405310971,1.2409560350796214,1.448087172431244
48453980000,512,810,1181,2503,444,870,1901,3215,-68,60,0,712,48453980000,14,26,24,64,48453980000,25,31,51,107,36.57142857142857,17.76,31.153846153846153,28.06451612903226,49.208333333333336,37.27450980392157,39.109375,30.046728971962615,-18.811428571428568,-3.0893300248138935,-11.933823529411768,-9.062646028037385
48491020116,74,78,65,217,136,142,235,513,62,64,0,296,48491020116,159,183,312,654,48491020116,178,198,489,865,0.46540880503144655,0.7640449438202247,0.4262295081967213,0.7171717171717171,0.20833333333333334,0.48057259713701433,0.3318042813455658,0.5930635838150289,0.29863613878877815,0.29094220897499584,0.272239263803681,0.2612593024694631
48491020117,14,22,34,70,11,23,56,90,-3,1,0,20,48491020117,141,162,254,557,48491020117,113,164,436,713,0.09929078014184398,0.09734513274336283,0.13580246913580246,0.1402439024390244,0.13385826771653545,0.12844036697247707,0.12567324955116696,0.12622720897615708,-0.0019456473984811457,0.004441433303221942,-0.005417900744058374,0.0005539594249901192
48491020335,132,122,103,357,132,166,326,624,0,44,0,267,48491020335,351,570,1131,2052,48491020335,294,428,1499,2221,0.37606837606837606,0.4489795918367347,0.21403508771929824,0.3878504672897196,0.09106984969053934,0.21747831887925284,0.1739766081871345,0.2809545249887438,0.07291121576835863,0.17381537957042137,0.1264084691887135,0.10697791680160929
48491020345,394,760,1085,2239,394,680,1527,2601,0,-80,0,362,48491020345,463,643,2447,3553,48491020345,530,618,3721,4869,0.8509719222462203,0.7433962264150943,1.181959564541213,1.1003236245954693,0.443400081732734,0.41037355549583443,0.6301716858992401,0.5341959334565619,-0.10757569583112603,-0.08163593994574381,-0.033026526236899556,-0.0959757524426782
48491020347,360,381,326,1067,416,465,686,1567,56,84,0,500,48491020347,335,435,941,1711,48491020347,245,381,1130,1756,1.0746268656716418,1.6979591836734693,0.8758620689655172,1.220472440944882,0.34643995749202977,0.6070796460176991,0.6236119228521333,0.892369020501139,0.6233323180018275,0.3446103719793647,0.2606396885256694,0.2687570976490057
48491020607,403,527,423,1353,356,487,904,1747,-47,-40,0,394,48491020607,428,469,1871,2768,48491020607,472,455,2499,3426,0.9415887850467289,0.7542372881355932,1.1236673773987207,1.0703296703296703,0.2260823089257082,0.36174469787915164,0.4888005780346821,0.5099241097489784,-0.18735149691113573,-0.05333770706905039,0.13566238895344346,0.021123531714296317
48491020706,106,136,70,312,143,200,220,563,37,64,0,251,48491020706,376,445,1245,2066,48491020706,310,453,1691,2454,0.28191489361702127,0.4612903225806452,0.3056179775280899,0.44150110375275936,0.05622489959839357,0.13010053222945003,0.1510164569215876,0.22942135289323554,0.1793754289636239,0.13588312622466947,0.07387563263105645,0.07840489597164793
48491020712,1099,2083,2180,5362,824,1530,3426,5780,-275,-553,0,418,48491020712,388,552,1155,2095,48491020712,342,529,1859,2730,2.832474226804124,2.409356725146199,3.773550724637681,2.892249527410208,1.8874458874458875,1.842926304464766,2.5594272076372313,2.1172161172161172,-0.42311750165792494,-0.8813011972274731,-0.044519582981121575,-0.44221109042111406
48491020811,31,37,24,92,227,295,417,939,196,258,0,847,48491020811,455,737,1348,2540,48491020811,315,590,1651,2556,0.06813186813186813,0.7206349206349206,0.050203527815468114,0.5,0.017804154302670624,0.2525741974560872,0.03622047244094488,0.3673708920187793,0.6525030525030525,0.4497964721845319,0.2347700431534166,0.3311504195778344
48491020822,377,829,1211,2417,397,813,1828,3038,20,-16,0,621,48491020822,322,499,804,1625,48491020822,349,605,1443,2397,1.170807453416149,1.1375358166189111,1.6613226452905812,1.343801652892562,1.506218905472637,1.2668052668052667,1.4873846153846153,1.2674176053400084,-0.03327163679723788,-0.3175209923980191,-0.2394136386673702,-0.21996701004460695
48491021511,711,352,201,1264,963,975,703,2641,252,623,0,1377,48491021511,241,334,722,1297,48491021511,186,268,949,1403,2.9502074688796682,5.17741935483871,1.0538922155688624,3.638059701492537,0.278393351800554,0.7407797681770284,0.9745566692367,1.8823948681397007,2.2272118859590417,2.5841674859236745,0.4623864163764744,0.9078381989030007
48491021516,180,278,351,809,191,340,803,1334,11,62,0,525,48491021516,201,318,478,997,48491021516,195,362,1051,1608,0.8955223880597015,0.9794871794871794,0.8742138364779874,0.9392265193370166,0.7343096234309623,0.764034253092293,0.8114343029087262,0.8296019900497512,0.08396479142747793,0.06501268285902917,0.029724629661330715,0.018167687141025013
